sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-09-09 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-09 07:00:00,100%,100%,,100%,71.4%,71.4%,100%,71.6%,100%,100%
2026-09-09 09:00:00,100%,100%,100%,100%,69.6%,53.8%,100.0%,71.6%,100%,100%
2026-09-09 11:00:00,91.8%,100%,100%,100%,86.3%,47.2%,80.6%,71.6%,95.1%,100%
2026-09-09 13:00:00,72.9%,100%,100%,93.9%,100%,100%,71.8%,75.7%,74.8%,99.9%
2026-09-09 15:00:00,72.5%,98.5%,100%,73.3%,100%,100%,71.6%,100%,71.6%,85.1%
2026-09-09 17:00:00,71.6%,79.4%,100%,71.5%,100%,100%,71.6%,100%,71.6%,71.7%
2026-09-09 19:00:00,71.6%,71.6%,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 21:00:00,71.5%,71.6%,100%,93.4%,95.1%,99.6%,71.6%,100%,71.5%,71.6%
2026-09-09 23:00:00,71.2%,75.6%,83.2%,100%,71.9%,75.4%,97.3%,100%,65.3%,71.5%
2026-09-10 01:00:00,,100%,74.5%,100%,71.6%,71.6%,100%,90.3%,37.3%,81.2%
2026-09-10 03:00:00,,100%,100%,100%,71.6%,71.6%,100%,71.8%,100%,100%
2026-09-10 05:00:00,,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-10 07:00:00,,100%,100%,99.4%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-10 09:00:00,70.9%,100%,100%,81.7%,64.3%,64.3%,94.1%,71.6%,100%,100%
2026-09-10 11:00:00,,100%,99.8%,71.6%,32.7%,31.0%,71.7%,70.3%,100%,100%
2026-09-10 13:00:00,,99.8%,81.1%,71.6%,39.3%,26.8%,71.6%,39.7%,100%,99.9%

