sep=,
"Time","I38","I39","I40","I41","I42","I43","I44","I48","I38","I39","I40","I41","I42","I43","I44","I48"
2026-09-08 10:34:00,,26.7 V,26.9 V,26.7 V,,26.8 V,26.7 V,26.0 V,,1845 rpm,1854 rpm,1829 rpm,,1809 rpm,1829 rpm,1841 rpm
2026-09-08 10:36:00,,26.8 V,26.6 V,26.7 V,,26.8 V,26.7 V,26.1 V,,1826 rpm,1616 rpm,1813 rpm,,1872 rpm,1831 rpm,1827 rpm
2026-09-08 10:38:00,,26.7 V,26.9 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1843 rpm,1766 rpm,1829 rpm,,1812 rpm,1845 rpm,1866 rpm
2026-09-08 10:40:00,,26.7 V,27.0 V,26.7 V,,26.9 V,26.7 V,25.9 V,,1854 rpm,1769 rpm,1838 rpm,,1812 rpm,1845 rpm,1840 rpm
2026-09-08 10:42:00,,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1864 rpm,1726 rpm,1842 rpm,,1818 rpm,1837 rpm,1837 rpm
2026-09-08 10:44:00,,26.7 V,26.7 V,26.7 V,,26.9 V,26.7 V,26.1 V,,1818 rpm,1813 rpm,1847 rpm,,1848 rpm,1842 rpm,1840 rpm
2026-09-08 10:46:00,,26.8 V,26.9 V,26.8 V,,26.8 V,26.7 V,25.6 V,,1834 rpm,1747 rpm,1834 rpm,,1820 rpm,1856 rpm,1883 rpm
2026-09-08 10:48:00,,26.7 V,26.9 V,26.7 V,,26.9 V,26.7 V,25.9 V,,1835 rpm,1805 rpm,1843 rpm,,1806 rpm,1842 rpm,1825 rpm
2026-09-08 10:50:00,,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,25.8 V,,1824 rpm,1808 rpm,1833 rpm,,1826 rpm,1900 rpm,1836 rpm
2026-09-08 10:52:00,,26.7 V,26.7 V,26.7 V,,26.8 V,26.7 V,26.1 V,,1831 rpm,1799 rpm,1830 rpm,,1613 rpm,1853 rpm,1869 rpm
2026-09-08 10:54:00,,26.7 V,26.8 V,26.7 V,,26.8 V,26.7 V,26.0 V,,1842 rpm,1802 rpm,1838 rpm,,1116 rpm,1869 rpm,1842 rpm
2026-09-08 10:56:00,,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1849 rpm,1823 rpm,1831 rpm,,1900 rpm,1836 rpm,1842 rpm
2026-09-08 10:58:00,,26.7 V,26.8 V,26.7 V,25.2 V,26.9 V,26.7 V,26.1 V,,1825 rpm,1842 rpm,1799 rpm,0 rpm,1887 rpm,1844 rpm,1861 rpm
2026-09-08 11:00:00,,26.7 V,26.8 V,26.7 V,25.1 V,26.9 V,26.7 V,25.9 V,,1842 rpm,1862 rpm,1504 rpm,0 rpm,1900 rpm,1837 rpm,1817 rpm
2026-09-08 11:02:00,,26.7 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.1 V,,1838 rpm,1834 rpm,1695 rpm,,1885 rpm,1856 rpm,1820 rpm
2026-09-08 11:04:00,,26.7 V,26.8 V,26.8 V,27.0 V,26.9 V,26.7 V,26.2 V,,1548 rpm,1816 rpm,1400 rpm,800 rpm,1874 rpm,1832 rpm,1830 rpm
2026-09-08 11:06:00,,26.7 V,26.8 V,26.8 V,26.9 V,26.9 V,26.7 V,26.1 V,,1835 rpm,1829 rpm,1389 rpm,800 rpm,1821 rpm,1872 rpm,1882 rpm
2026-09-08 11:08:00,,26.7 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.4 V,,1822 rpm,1807 rpm,800 rpm,,1770 rpm,1900 rpm,1018 rpm
2026-09-08 11:10:00,,26.7 V,26.8 V,26.8 V,26.8 V,26.8 V,26.7 V,26.1 V,,1833 rpm,1818 rpm,800 rpm,800 rpm,1798 rpm,1900 rpm,1872 rpm
2026-09-08 11:12:00,,26.7 V,26.6 V,26.8 V,26.7 V,26.8 V,26.7 V,26.1 V,,1843 rpm,1805 rpm,800 rpm,800 rpm,1818 rpm,1884 rpm,1879 rpm
2026-09-08 11:14:00,,26.7 V,26.8 V,26.8 V,26.7 V,26.9 V,26.7 V,26.1 V,,1823 rpm,1797 rpm,800 rpm,800 rpm,1809 rpm,1841 rpm,1875 rpm
2026-09-08 11:16:00,,26.7 V,26.8 V,26.8 V,26.7 V,26.9 V,26.7 V,26.0 V,,1835 rpm,1802 rpm,800 rpm,800 rpm,1775 rpm,1831 rpm,1880 rpm
2026-09-08 11:18:00,,26.7 V,26.8 V,26.8 V,26.7 V,26.9 V,26.7 V,26.1 V,,1832 rpm,1787 rpm,800 rpm,800 rpm,1825 rpm,1839 rpm,1872 rpm
2026-09-08 11:20:00,,26.7 V,26.6 V,26.8 V,26.6 V,26.9 V,26.7 V,25.9 V,,1835 rpm,1825 rpm,800 rpm,800 rpm,1799 rpm,1820 rpm,1861 rpm
2026-09-08 11:22:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.0 V,,1844 rpm,1798 rpm,800 rpm,800 rpm,1741 rpm,1499 rpm,1853 rpm
2026-09-08 11:24:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1827 rpm,1737 rpm,800 rpm,800 rpm,1806 rpm,1632 rpm,1871 rpm
2026-09-08 11:26:00,,26.7 V,26.6 V,26.8 V,26.6 V,26.9 V,26.7 V,26.2 V,,1795 rpm,1825 rpm,800 rpm,800 rpm,1803 rpm,1847 rpm,1826 rpm
2026-09-08 11:28:00,,26.7 V,26.8 V,26.7 V,26.6 V,26.9 V,26.7 V,26.2 V,,1828 rpm,1793 rpm,1096 rpm,800 rpm,1772 rpm,1856 rpm,1782 rpm
2026-09-08 11:30:00,,26.7 V,26.8 V,26.6 V,26.6 V,26.9 V,26.7 V,26.1 V,,1859 rpm,1795 rpm,1823 rpm,800 rpm,1795 rpm,1841 rpm,1811 rpm
2026-09-08 11:32:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1848 rpm,1859 rpm,1825 rpm,800 rpm,1852 rpm,1854 rpm,1828 rpm
2026-09-08 11:34:00,,26.7 V,26.6 V,26.8 V,26.6 V,26.9 V,26.7 V,26.2 V,,1841 rpm,1801 rpm,1836 rpm,800 rpm,1789 rpm,1874 rpm,1836 rpm
2026-09-08 11:36:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.7 V,26.7 V,26.1 V,,1814 rpm,1792 rpm,1819 rpm,800 rpm,1801 rpm,1900 rpm,1796 rpm
2026-09-08 11:38:00,,26.5 V,26.6 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1821 rpm,1802 rpm,1803 rpm,800 rpm,1705 rpm,1900 rpm,1812 rpm
2026-09-08 11:40:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.8 V,26.7 V,25.9 V,,1832 rpm,1798 rpm,1567 rpm,800 rpm,1762 rpm,1900 rpm,1850 rpm
2026-09-08 11:42:00,,26.7 V,26.8 V,26.6 V,26.6 V,26.9 V,26.7 V,26.1 V,,1843 rpm,1811 rpm,1838 rpm,800 rpm,1871 rpm,1900 rpm,1831 rpm
2026-09-08 11:44:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1785 rpm,1819 rpm,1847 rpm,800 rpm,1900 rpm,1900 rpm,1828 rpm
2026-09-08 11:46:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1735 rpm,1874 rpm,1823 rpm,800 rpm,1309 rpm,1830 rpm,1849 rpm
2026-09-08 11:48:00,,26.7 V,26.8 V,26.8 V,26.6 V,26.9 V,26.7 V,26.0 V,,1829 rpm,1759 rpm,1842 rpm,800 rpm,1900 rpm,1838 rpm,1831 rpm
2026-09-08 11:50:00,,26.7 V,26.0 V,26.8 V,26.6 V,26.9 V,26.7 V,26.1 V,,1834 rpm,825 rpm,1831 rpm,800 rpm,1900 rpm,1867 rpm,1836 rpm
2026-09-08 11:52:00,,26.7 V,26.6 V,26.8 V,26.6 V,27.0 V,26.7 V,25.9 V,,1837 rpm,800 rpm,1837 rpm,800 rpm,1900 rpm,1900 rpm,1858 rpm
2026-09-08 11:54:00,,26.7 V,25.9 V,26.8 V,26.6 V,27.0 V,26.7 V,26.0 V,,1843 rpm,800 rpm,1822 rpm,800 rpm,1900 rpm,1887 rpm,1830 rpm
2026-09-08 11:56:00,,26.7 V,26.5 V,26.7 V,26.6 V,27.0 V,26.7 V,26.0 V,,1842 rpm,1358 rpm,1824 rpm,800 rpm,1846 rpm,1836 rpm,1824 rpm
2026-09-08 11:58:00,,26.7 V,26.7 V,26.8 V,26.6 V,27.0 V,26.7 V,26.0 V,,1817 rpm,1574 rpm,1840 rpm,800 rpm,1837 rpm,1834 rpm,1827 rpm
2026-09-08 12:00:00,,26.7 V,26.8 V,26.8 V,26.6 V,27.0 V,26.7 V,25.8 V,,1821 rpm,1505 rpm,1826 rpm,800 rpm,1813 rpm,1851 rpm,1869 rpm
2026-09-08 12:02:00,,26.7 V,26.5 V,26.8 V,25.1 V,27.0 V,26.7 V,25.9 V,,1868 rpm,1484 rpm,1867 rpm,0 rpm,1744 rpm,1863 rpm,1872 rpm
2026-09-08 12:04:00,,26.7 V,26.6 V,26.7 V,26.9 V,27.0 V,26.7 V,26.1 V,,1836 rpm,1788 rpm,1462 rpm,800 rpm,1772 rpm,1871 rpm,1811 rpm
2026-09-08 12:06:00,,26.6 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.2 V,,1841 rpm,1781 rpm,1707 rpm,,1804 rpm,1876 rpm,1812 rpm
2026-09-08 12:08:00,,26.6 V,26.8 V,26.7 V,,26.8 V,26.7 V,26.1 V,,1762 rpm,1752 rpm,1735 rpm,,1789 rpm,1876 rpm,1876 rpm
2026-09-08 12:10:00,,26.7 V,26.9 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1851 rpm,1771 rpm,1837 rpm,,1774 rpm,1819 rpm,1869 rpm
2026-09-08 12:12:00,,26.7 V,26.0 V,26.8 V,,26.9 V,26.7 V,25.9 V,,1838 rpm,1814 rpm,1847 rpm,,1844 rpm,1841 rpm,1850 rpm
2026-09-08 12:14:00,,26.7 V,26.8 V,26.8 V,,26.8 V,26.7 V,25.9 V,,1900 rpm,1688 rpm,1813 rpm,,1793 rpm,1835 rpm,1838 rpm
2026-09-08 12:16:00,,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1841 rpm,1746 rpm,1827 rpm,,1786 rpm,1892 rpm,1830 rpm
2026-09-08 12:18:00,,26.7 V,26.6 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1816 rpm,1777 rpm,1846 rpm,,1818 rpm,1892 rpm,1834 rpm
2026-09-08 12:20:00,,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,25.9 V,,1831 rpm,1782 rpm,1847 rpm,,1786 rpm,1899 rpm,1853 rpm
2026-09-08 12:22:00,27.0 V,26.7 V,26.6 V,26.7 V,,26.9 V,26.7 V,26.0 V,1846 rpm,1832 rpm,1795 rpm,1844 rpm,,1791 rpm,1900 rpm,1850 rpm
2026-09-08 12:24:00,26.9 V,26.7 V,26.7 V,26.7 V,,26.8 V,26.7 V,26.0 V,1876 rpm,1833 rpm,1774 rpm,1832 rpm,,1802 rpm,1837 rpm,1839 rpm
2026-09-08 12:26:00,26.9 V,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.2 V,1878 rpm,1846 rpm,1775 rpm,1834 rpm,,1782 rpm,1841 rpm,1842 rpm
2026-09-08 12:28:00,26.9 V,26.7 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.1 V,1858 rpm,1838 rpm,1812 rpm,1839 rpm,,1790 rpm,1837 rpm,1839 rpm
2026-09-08 12:30:00,26.8 V,26.7 V,26.5 V,26.7 V,,26.8 V,26.7 V,26.2 V,1876 rpm,1821 rpm,1657 rpm,1846 rpm,,1741 rpm,1840 rpm,1843 rpm
2026-09-08 12:32:00,26.8 V,26.7 V,26.8 V,26.7 V,,26.3 V,26.7 V,26.1 V,1875 rpm,1833 rpm,1753 rpm,1849 rpm,,800 rpm,1845 rpm,1839 rpm
2026-09-08 12:34:00,26.8 V,26.7 V,26.8 V,26.4 V,,26.7 V,26.7 V,26.1 V,1877 rpm,1829 rpm,1675 rpm,1695 rpm,,800 rpm,1834 rpm,1867 rpm
2026-09-08 12:36:00,26.7 V,26.7 V,26.6 V,26.7 V,,26.3 V,26.7 V,26.1 V,1872 rpm,1833 rpm,1783 rpm,1842 rpm,,800 rpm,1900 rpm,1885 rpm
2026-09-08 12:38:00,26.7 V,26.7 V,26.8 V,26.7 V,,26.8 V,26.7 V,26.4 V,936 rpm,1832 rpm,1743 rpm,1825 rpm,,1093 rpm,1900 rpm,1195 rpm
2026-09-08 12:40:00,26.7 V,26.7 V,26.8 V,26.8 V,,26.8 V,26.7 V,,800 rpm,1867 rpm,1703 rpm,1543 rpm,,1841 rpm,1900 rpm,
2026-09-08 12:42:00,26.8 V,26.7 V,26.6 V,26.8 V,,26.8 V,26.7 V,,800 rpm,1707 rpm,1782 rpm,1401 rpm,,1810 rpm,1900 rpm,
2026-09-08 12:44:00,26.7 V,26.6 V,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,1745 rpm,1774 rpm,1400 rpm,,1859 rpm,1465 rpm,
2026-09-08 12:46:00,26.7 V,26.5 V,26.8 V,26.8 V,,26.9 V,26.7 V,,1872 rpm,1786 rpm,1813 rpm,1399 rpm,,1799 rpm,1400 rpm,
2026-09-08 12:48:00,26.8 V,26.7 V,26.6 V,26.8 V,,26.9 V,26.7 V,,1872 rpm,1832 rpm,1655 rpm,1400 rpm,,1790 rpm,1787 rpm,
2026-09-08 12:50:00,26.7 V,26.7 V,26.6 V,26.8 V,,26.9 V,26.7 V,,1878 rpm,1837 rpm,1773 rpm,1400 rpm,,1811 rpm,1840 rpm,
2026-09-08 12:52:00,26.7 V,26.7 V,26.8 V,26.8 V,,26.7 V,26.7 V,,1881 rpm,1873 rpm,1775 rpm,1466 rpm,,1805 rpm,1834 rpm,
2026-09-08 12:54:00,26.7 V,26.7 V,26.6 V,26.6 V,,26.9 V,26.7 V,,1886 rpm,1785 rpm,1777 rpm,1720 rpm,,1832 rpm,1833 rpm,
2026-09-08 12:56:00,26.7 V,26.7 V,26.8 V,26.8 V,,,26.7 V,,1872 rpm,1813 rpm,1762 rpm,1836 rpm,,,1840 rpm,
2026-09-08 12:58:00,26.7 V,26.7 V,26.8 V,26.8 V,,26.9 V,26.7 V,,1876 rpm,1791 rpm,1668 rpm,1831 rpm,,1876 rpm,1836 rpm,
2026-09-08 13:00:00,26.7 V,26.7 V,26.5 V,26.8 V,,26.9 V,26.7 V,,1875 rpm,1834 rpm,1699 rpm,1831 rpm,,1877 rpm,1826 rpm,
2026-09-08 13:02:00,26.7 V,26.7 V,26.8 V,26.8 V,,26.8 V,26.7 V,,1547 rpm,1854 rpm,1736 rpm,1834 rpm,,1298 rpm,1837 rpm,
2026-09-08 13:04:00,26.7 V,26.7 V,26.7 V,26.8 V,,25.8 V,26.7 V,,800 rpm,1879 rpm,1797 rpm,1801 rpm,,337 rpm,1845 rpm,
2026-09-08 13:06:00,26.7 V,26.4 V,26.7 V,26.7 V,,,26.7 V,,800 rpm,1466 rpm,1775 rpm,1401 rpm,,,1842 rpm,
2026-09-08 13:08:00,26.7 V,26.8 V,26.8 V,26.8 V,,,26.7 V,,800 rpm,1887 rpm,1775 rpm,1401 rpm,,,1837 rpm,
2026-09-08 13:10:00,26.7 V,,26.8 V,26.8 V,,,26.7 V,,891 rpm,,1773 rpm,1869 rpm,,,1824 rpm,
2026-09-08 13:12:00,26.7 V,,26.6 V,26.8 V,,,26.6 V,,1868 rpm,,1708 rpm,1857 rpm,,,1838 rpm,
2026-09-08 13:14:00,26.7 V,,26.7 V,26.8 V,,,26.6 V,,1874 rpm,,1763 rpm,1577 rpm,,,1856 rpm,
2026-09-08 13:16:00,26.7 V,,26.7 V,26.8 V,,,26.6 V,,1856 rpm,,1796 rpm,800 rpm,,,1896 rpm,
2026-09-08 13:18:00,26.7 V,,26.8 V,26.7 V,,,26.6 V,,1872 rpm,,1743 rpm,800 rpm,,,1877 rpm,
2026-09-08 13:20:00,26.6 V,,26.8 V,26.5 V,,,26.6 V,,1870 rpm,,1858 rpm,1564 rpm,,,1840 rpm,
2026-09-08 13:22:00,26.7 V,,26.8 V,26.9 V,,,26.7 V,,1146 rpm,,1777 rpm,1887 rpm,,,1837 rpm,
2026-09-08 13:24:00,26.7 V,,26.7 V,26.9 V,,,26.6 V,,800 rpm,,1761 rpm,1875 rpm,,,1839 rpm,
2026-09-08 13:26:00,26.7 V,,26.6 V,,,,26.7 V,,800 rpm,,1785 rpm,,,,1837 rpm,
2026-09-08 13:28:00,26.7 V,,26.7 V,,,,26.6 V,,800 rpm,,1782 rpm,,,,1869 rpm,
2026-09-08 13:30:00,26.7 V,,26.7 V,,,,26.6 V,,800 rpm,,1780 rpm,,,,1863 rpm,
2026-09-08 13:32:00,26.7 V,,26.5 V,,,,26.6 V,,1873 rpm,,1769 rpm,,,,1835 rpm,
2026-09-08 13:34:00,26.7 V,,26.7 V,,,,26.6 V,,1873 rpm,,1770 rpm,,,,1837 rpm,
2026-09-08 13:36:00,26.7 V,,26.7 V,,,27.0 V,26.6 V,,1874 rpm,,1792 rpm,,,957 rpm,1831 rpm,
2026-09-08 13:38:00,26.7 V,,26.5 V,,,27.0 V,26.6 V,26.0 V,1872 rpm,,1775 rpm,,,800 rpm,1860 rpm,1826 rpm
2026-09-08 13:40:00,26.7 V,,26.7 V,,,26.7 V,26.6 V,26.0 V,1871 rpm,,1758 rpm,,,800 rpm,1900 rpm,1828 rpm
2026-09-08 13:42:00,26.7 V,,26.7 V,,26.9 V,27.0 V,26.6 V,26.0 V,1869 rpm,,1776 rpm,,800 rpm,1816 rpm,1866 rpm,1839 rpm
2026-09-08 13:44:00,26.7 V,,26.5 V,,26.9 V,27.0 V,26.6 V,26.1 V,1151 rpm,,1780 rpm,,800 rpm,1869 rpm,1849 rpm,1841 rpm
2026-09-08 13:46:00,26.7 V,,26.7 V,,26.9 V,27.0 V,26.7 V,26.0 V,800 rpm,,1754 rpm,,800 rpm,1842 rpm,1845 rpm,1840 rpm
2026-09-08 13:48:00,26.7 V,,26.7 V,,25.7 V,27.0 V,26.7 V,26.1 V,800 rpm,,1761 rpm,,801 rpm,1839 rpm,1645 rpm,1813 rpm
2026-09-08 13:50:00,26.7 V,,26.7 V,,,27.0 V,26.6 V,26.1 V,800 rpm,,1781 rpm,,,1792 rpm,1099 rpm,1814 rpm
2026-09-08 13:52:00,26.7 V,,26.5 V,,26.7 V,27.0 V,26.3 V,26.0 V,1053 rpm,,1763 rpm,,1114 rpm,1804 rpm,1199 rpm,1828 rpm
2026-09-08 13:54:00,26.7 V,,26.7 V,,26.1 V,,26.2 V,26.0 V,1866 rpm,,1767 rpm,,1606 rpm,,1199 rpm,1833 rpm
2026-09-08 13:56:00,26.7 V,,26.7 V,,26.7 V,26.9 V,26.6 V,26.0 V,1869 rpm,,1773 rpm,,1827 rpm,1792 rpm,833 rpm,1844 rpm
2026-09-08 13:58:00,26.7 V,,26.7 V,,26.6 V,26.9 V,26.6 V,26.0 V,1873 rpm,,1783 rpm,,1871 rpm,1816 rpm,800 rpm,1844 rpm
2026-09-08 14:00:00,26.7 V,,26.7 V,,26.6 V,26.8 V,26.6 V,26.1 V,1872 rpm,,1764 rpm,,1878 rpm,1826 rpm,958 rpm,1836 rpm
2026-09-08 14:02:00,26.7 V,,26.7 V,,26.6 V,26.9 V,26.6 V,26.1 V,1872 rpm,,1773 rpm,,1876 rpm,1760 rpm,1588 rpm,1856 rpm
2026-09-08 14:04:00,26.7 V,,26.8 V,,26.6 V,26.9 V,26.7 V,26.0 V,1874 rpm,,1737 rpm,,1900 rpm,1814 rpm,1468 rpm,1846 rpm
2026-09-08 14:06:00,26.7 V,,26.8 V,,,26.9 V,26.7 V,26.0 V,1879 rpm,,1761 rpm,,,1808 rpm,1400 rpm,1830 rpm
2026-09-08 14:08:00,,,26.7 V,,26.5 V,26.9 V,26.7 V,26.0 V,1882 rpm,,1785 rpm,,1899 rpm,1789 rpm,1400 rpm,1802 rpm
2026-09-08 14:10:00,,,26.6 V,,26.5 V,26.9 V,26.7 V,26.1 V,,,975 rpm,,1899 rpm,1810 rpm,1400 rpm,1780 rpm
2026-09-08 14:12:00,26.7 V,,25.3 V,,,26.9 V,26.7 V,26.0 V,800 rpm,,800 rpm,,,1851 rpm,1400 rpm,1818 rpm
2026-09-08 14:14:00,26.7 V,,26.3 V,,,26.9 V,26.7 V,25.8 V,800 rpm,,1100 rpm,,,1811 rpm,1400 rpm,1805 rpm
2026-09-08 14:16:00,26.7 V,,26.7 V,,26.5 V,26.9 V,26.6 V,26.0 V,800 rpm,,1753 rpm,,1839 rpm,1827 rpm,1658 rpm,1802 rpm
2026-09-08 14:18:00,26.7 V,,26.7 V,,,26.9 V,26.8 V,26.0 V,800 rpm,,1761 rpm,,,1402 rpm,1643 rpm,1841 rpm
2026-09-08 14:20:00,26.7 V,,26.7 V,,25.0 V,26.9 V,24.6 V,25.9 V,800 rpm,,1811 rpm,,542 rpm,800 rpm,64.0 rpm,1811 rpm
2026-09-08 14:22:00,26.5 V,,26.8 V,,26.8 V,26.9 V,25.3 V,26.1 V,1718 rpm,,1752 rpm,,800 rpm,800 rpm,304 rpm,1841 rpm
2026-09-08 14:24:00,26.7 V,26.8 V,26.8 V,,26.7 V,26.9 V,26.3 V,26.0 V,1872 rpm,1865 rpm,1774 rpm,,800 rpm,800 rpm,277 rpm,1890 rpm
2026-09-08 14:26:00,26.7 V,26.8 V,26.6 V,,,26.9 V,,26.0 V,1871 rpm,1847 rpm,1816 rpm,,,877 rpm,,1899 rpm
2026-09-08 14:28:00,26.7 V,26.8 V,26.8 V,,,26.9 V,,26.0 V,1866 rpm,1843 rpm,1772 rpm,,,1823 rpm,,1900 rpm
2026-09-08 14:30:00,26.7 V,26.9 V,26.8 V,,,26.9 V,,25.9 V,1872 rpm,1891 rpm,1777 rpm,,,1789 rpm,,1899 rpm
2026-09-08 14:32:00,26.7 V,26.8 V,26.8 V,,,26.9 V,,26.0 V,1860 rpm,1900 rpm,1775 rpm,,,1808 rpm,,1900 rpm
2026-09-08 14:34:00,26.7 V,26.8 V,26.8 V,,,26.9 V,,26.1 V,888 rpm,1814 rpm,1793 rpm,,,1774 rpm,,1900 rpm
2026-09-08 14:36:00,26.7 V,26.8 V,,,,26.9 V,,26.0 V,800 rpm,1807 rpm,,,,1806 rpm,,1900 rpm
2026-09-08 14:38:00,26.7 V,26.8 V,26.7 V,,,26.9 V,,26.1 V,800 rpm,1855 rpm,1804 rpm,,,1863 rpm,,1864 rpm
2026-09-08 14:40:00,26.7 V,26.8 V,26.8 V,,,26.9 V,,26.1 V,800 rpm,1837 rpm,1765 rpm,,,1818 rpm,,1813 rpm
2026-09-08 14:42:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,,26.1 V,841 rpm,1835 rpm,1778 rpm,1847 rpm,,1800 rpm,,1826 rpm
2026-09-08 14:44:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,,25.8 V,1879 rpm,1804 rpm,1770 rpm,1798 rpm,,1865 rpm,,1795 rpm
2026-09-08 14:46:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,,25.9 V,1878 rpm,1845 rpm,1774 rpm,1820 rpm,,1769 rpm,,1846 rpm
2026-09-08 14:48:00,26.7 V,26.8 V,26.8 V,26.8 V,,26.9 V,,26.0 V,1885 rpm,1830 rpm,1786 rpm,1848 rpm,,1834 rpm,,1879 rpm
2026-09-08 14:50:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,,26.2 V,1886 rpm,1823 rpm,1824 rpm,800 rpm,,1809 rpm,,1819 rpm
2026-09-08 14:52:00,26.7 V,26.8 V,26.8 V,26.8 V,,26.9 V,,26.1 V,1874 rpm,1826 rpm,1829 rpm,800 rpm,,1859 rpm,,1833 rpm
2026-09-08 14:54:00,26.7 V,26.8 V,26.7 V,26.7 V,,26.9 V,,26.0 V,1869 rpm,1830 rpm,1773 rpm,1321 rpm,,1713 rpm,,1847 rpm
2026-09-08 14:56:00,26.7 V,26.8 V,26.7 V,26.8 V,,26.9 V,,26.0 V,1873 rpm,1831 rpm,1786 rpm,1823 rpm,,1761 rpm,,1819 rpm
2026-09-08 14:58:00,26.8 V,26.7 V,26.8 V,26.8 V,,26.9 V,24.4 V,25.9 V,776 rpm,1859 rpm,1763 rpm,1824 rpm,,1849 rpm,0 rpm,1832 rpm
2026-09-08 15:00:00,27.0 V,26.7 V,26.8 V,26.8 V,,26.9 V,25.5 V,26.0 V,873 rpm,1827 rpm,1764 rpm,1842 rpm,,1822 rpm,0 rpm,1858 rpm
2026-09-08 15:02:00,27.2 V,26.8 V,26.8 V,26.8 V,,26.8 V,25.3 V,25.9 V,1526 rpm,1824 rpm,1776 rpm,1399 rpm,,1845 rpm,0 rpm,1859 rpm
2026-09-08 15:04:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.2 V,25.9 V,,1820 rpm,1779 rpm,1400 rpm,,1810 rpm,705 rpm,1878 rpm
2026-09-08 15:06:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.8 V,26.0 V,,1857 rpm,1763 rpm,1400 rpm,,1752 rpm,800 rpm,1873 rpm
2026-09-08 15:08:00,,26.7 V,26.8 V,26.8 V,,26.9 V,26.8 V,26.0 V,,1892 rpm,1782 rpm,1804 rpm,,879 rpm,800 rpm,1838 rpm
2026-09-08 15:10:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.8 V,26.0 V,,1900 rpm,1811 rpm,1842 rpm,,1857 rpm,800 rpm,1803 rpm
2026-09-08 15:12:00,,26.8 V,26.7 V,26.8 V,,26.9 V,26.8 V,26.1 V,,1900 rpm,1762 rpm,1881 rpm,,1807 rpm,800 rpm,1842 rpm
2026-09-08 15:14:00,,26.8 V,26.8 V,26.8 V,25.6 V,26.9 V,26.5 V,26.1 V,,1898 rpm,1752 rpm,1401 rpm,922 rpm,1735 rpm,800 rpm,1828 rpm
2026-09-08 15:16:00,,26.8 V,26.8 V,26.8 V,26.5 V,26.9 V,26.9 V,26.2 V,,1900 rpm,1772 rpm,1400 rpm,1866 rpm,1834 rpm,800 rpm,1807 rpm
2026-09-08 15:18:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.9 V,26.0 V,,1400 rpm,1756 rpm,1537 rpm,,1747 rpm,800 rpm,1856 rpm
2026-09-08 15:20:00,,26.9 V,26.8 V,26.8 V,26.6 V,26.9 V,26.9 V,25.9 V,,1400 rpm,1784 rpm,1881 rpm,1901 rpm,1843 rpm,800 rpm,1775 rpm
2026-09-08 15:22:00,,26.9 V,26.8 V,26.8 V,26.6 V,26.9 V,26.9 V,26.1 V,,1400 rpm,1771 rpm,1830 rpm,727 rpm,1818 rpm,800 rpm,1843 rpm
2026-09-08 15:24:00,,26.9 V,26.7 V,26.8 V,26.7 V,26.9 V,26.8 V,25.9 V,,1400 rpm,1775 rpm,1778 rpm,891 rpm,1838 rpm,1840 rpm,1855 rpm
2026-09-08 15:26:00,,26.9 V,26.8 V,26.8 V,25.4 V,26.9 V,26.8 V,26.0 V,,1591 rpm,1744 rpm,1812 rpm,800 rpm,1818 rpm,1856 rpm,1841 rpm
2026-09-08 15:28:00,,26.7 V,26.7 V,26.8 V,,26.9 V,26.8 V,25.9 V,,1808 rpm,1780 rpm,1815 rpm,,1804 rpm,1504 rpm,1834 rpm
